Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
K308,2025-09-16,2025-10-31,1960,Mynt,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online. Systembolaget,,"3550,20"
K308,2025-09-16,2025-10-31,2640,Ingående moms,,,Systembolaget,,"693,70",
K308,2025-09-16,2025-10-31,4000,Inköp av varor från Sverige,,,Systembolaget,,"2856,50",
K309,2025-09-16,2025-10-31,1960,Mynt,,,COOP.SE,Ellinor Nilsson - 4539 virtual - Online. Coop - Nordcloud hackathon - 2025/09/16,,"3047,40"
K309,2025-09-16,2025-10-31,4000,Inköp av varor från Sverige,,,COOP.SE,,"3047,40",
K310,2025-09-16,2025-10-01,6110,Kontorsmateriel,,,PANDURO STOCKHOLM,Ellinor Nilsson - 4539 virtual - Online. Papper & Material till skrivare,"743,69",
K310,2025-09-16,2025-10-01,2640,Ingående moms,,,PANDURO STOCKHOLM,Ellinor Nilsson - 4539 virtual - Online. Papper & Material till skrivare,"185,92",
K310,2025-09-16,2025-10-01,1960,Mynt,,,PANDURO STOCKHOLM,Ellinor Nilsson - 4539 virtual - Online. Papper & Material till skrivare,,"929,61"
K311,2025-08-28,2025-10-31,1960,Mynt,,,COOP SODRA STATION,Ellinor Nilsson - 4539 virtual - Online. Kong Hackathon,,"258,55"
K311,2025-08-28,2025-10-31,4000,Inköp av varor från Sverige,,,COOP SODRA STATION,,"258,55",
K312,2025-09-23,2025-10-31,1960,Mynt,,,DISCORD* NITROYEARLY,Ellinor Nilsson - 4539 virtual - Online. Discord Premium,,"1135,74"
K312,2025-09-23,2025-10-31,5420,Programvaror,,,DISCORD* NITROYEARLY,,"1135,74",
K313,2025-09-17,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Uber,,"132,00"
K313,2025-09-17,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"132,00",
K314,2025-09-17,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. uber,,"125,00"
K314,2025-09-17,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"125,00",
K315,2025-09-17,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. uber,,"125,00"
K315,2025-09-17,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"125,00",
K316,2025-08-21,2025-10-31,1960,Mynt,,,WONDERSHARE.COM,Ellinor Nilsson - 4539 virtual - Online. video program,,"244,64"
K316,2025-08-21,2025-10-31,5420,Programvaror,,,WONDERSHARE.COM,,"244,64",
K317,2025-09-21,2025-10-31,1960,Mynt,,,WONDERSHARE.COM,Ellinor Nilsson - 4539 virtual - Online. Video program,,"244,64"
K317,2025-09-21,2025-10-31,5420,Programvaror,,,WONDERSHARE.COM,,"244,64",
K318,2025-09-29,2025-10-01,5810,Biljetter,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Tågresa,"1132,08",
K318,2025-09-29,2025-10-01,2640,Ingående moms,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Tågresa,"67,92",
K318,2025-09-29,2025-10-01,1960,Mynt,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Tågresa,,"1200,00"
K319,2025-10-02,2025-10-31,1960,Mynt,,,Arsta Butiken,Ellinor Nilsson - 4539 virtual - Online. Martin & Servera,,"5553,98"
K319,2025-10-02,2025-10-31,2640,Ingående moms,,,Arsta Butiken,,"508,00",
K319,2025-10-02,2025-10-31,4000,Inköp av varor från Sverige,,,Arsta Butiken,,"5045,98",
K320,2025-10-14,2025-10-31,1960,Mynt,,,FLYTOGET 1021104 VI,Peder Burenstam Linder - 9022 physical - Default card. Tåg till Oslo. Per och Peder,,"503,34"
K320,2025-10-14,2025-10-31,5810,Biljetter,,,FLYTOGET 1021104 VI,,"503,34",
K321,2025-10-14,2025-10-15,5810,Biljetter,,,Arlanda express SthlmC,Peder Burenstam Linder - 9022 physical - Default card. Tåg till Arlanda Per och Peder,"433,96",
K321,2025-10-14,2025-10-15,2640,Ingående moms,,,Arlanda express SthlmC,Peder Burenstam Linder - 9022 physical - Default card. Tåg till Arlanda Per och Peder,"26,04",
K321,2025-10-14,2025-10-15,1960,Mynt,,,Arlanda express SthlmC,Peder Burenstam Linder - 9022 physical - Default card. Tåg till Arlanda Per och Peder,,"460,00"
K322,2025-10-16,2025-10-31,1960,Mynt,,,FLYTOGET 1021104 VI,Peder Burenstam Linder - 9022 physical - Default card. Per och Peder till flyget,,"501,23"
K322,2025-10-16,2025-10-31,5810,Biljetter,,,FLYTOGET 1021104 VI,,"501,23",
K323,2025-10-16,2025-10-17,5810,Biljetter,,,Arlanda express,Peder Burenstam Linder - 9022 physical - Default card.,"433,96",
K323,2025-10-16,2025-10-17,2640,Ingående moms,,,Arlanda express,Peder Burenstam Linder - 9022 physical - Default card.,"26,04",
K323,2025-10-16,2025-10-17,1960,Mynt,,,Arlanda express,Peder Burenstam Linder - 9022 physical - Default card.,,"460,00"
K324,2025-10-19,2025-10-20,5410,Förbrukningsinventarier,,,KJELL & CO 59,Peder Burenstam Linder - 9022 physical - Default card.,"183,20",
K324,2025-10-19,2025-10-20,2640,Ingående moms,,,KJELL & CO 59,Peder Burenstam Linder - 9022 physical - Default card.,"45,80",
K324,2025-10-19,2025-10-20,1960,Mynt,,,KJELL & CO 59,Peder Burenstam Linder - 9022 physical - Default card.,,"229,00"
K325,2025-10-21,2025-10-21,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"15000,00"
K325,2025-10-21,2025-10-21,1960,Mynt,,,Transfer (Deposit),,"15000,00",
K326,2025-10-22,2025-10-22,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"10000,00"
K326,2025-10-22,2025-10-22,1960,Mynt,,,Transfer (Deposit),,"10000,00",
K327,2025-08-27,2025-10-26,5810,Biljetter,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,"16,98",
K327,2025-08-27,2025-10-26,2640,Ingående moms,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,"1,02",
K327,2025-08-27,2025-10-26,1960,Mynt,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,,"18,00"
K328,2025-08-27,2025-10-26,5810,Biljetter,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,"88,68",
K328,2025-08-27,2025-10-26,2640,Ingående moms,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,"5,32",
K328,2025-08-27,2025-10-26,1960,Mynt,,,KINTO Share Sweden,Peder Burenstam Linder - 8538 virtual - Online expenses. Transport av sladdar till KTH för hackatho,,"94,00"
K329,2025-08-29,2025-10-26,5810,Biljetter,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Transport av utrustning till kontoret från K,"171,70",
K329,2025-08-29,2025-10-26,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Transport av utrustning till kontoret från K,"10,30",
K329,2025-08-29,2025-10-26,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Transport av utrustning till kontoret från K,,"182,00"
K330,2025-09-16,2025-10-26,5810,Biljetter,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Åka till Per och Ellinor för att jobba,"164,15",
K330,2025-09-16,2025-10-26,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Åka till Per och Ellinor för att jobba,"9,85",
K330,2025-09-16,2025-10-26,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Åka till Per och Ellinor för att jobba,,"174,00"
K331,2025-09-16,2025-10-26,5810,Biljetter,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. Transport av material till AWS hackathon,"131,13",
K331,2025-09-16,2025-10-26,2640,Ingående moms,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. Transport av material till AWS hackathon,"7,87",
K331,2025-09-16,2025-10-26,1960,Mynt,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. Transport av material till AWS hackathon,,"139,00"
K332,2025-09-30,2025-10-26,5810,Biljetter,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Per Lange, Cillers AB. Taxi fr","96,23",
K332,2025-09-30,2025-10-26,2640,Ingående moms,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Per Lange, Cillers AB. Taxi fr","5,77",
K332,2025-09-30,2025-10-26,1960,Mynt,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Per Lange, Cillers AB. Taxi fr",,"102,00"
K333,2025-10-01,2025-10-26,5810,Biljetter,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Taxi","110,38",
K333,2025-10-01,2025-10-26,2640,Ingående moms,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Taxi","6,62",
K333,2025-10-01,2025-10-26,1960,Mynt,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Taxi",,"117,00"
K334,2025-10-07,2025-10-26,5810,Biljetter,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Från","129,25",
K334,2025-10-07,2025-10-26,2640,Ingående moms,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Från","7,75",
K334,2025-10-07,2025-10-26,1960,Mynt,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Från",,"137,00"
K335,2025-10-25,2025-10-26,5810,Biljetter,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. From","161,32",
K335,2025-10-25,2025-10-26,2640,Ingående moms,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. From","9,68",
K335,2025-10-25,2025-10-26,1960,Mynt,,,UBER * PENDING,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. From",,"171,00"
K336,2025-08-30,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"940,13",
K336,2025-08-30,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"235,03",
K336,2025-08-30,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"235,03"
K336,2025-08-30,2025-10-31,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"940,13"
K336,2025-08-30,2025-10-31,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"940,13"
K336,2025-08-30,2025-10-31,5420,Programvaror,,,AIRTABLE.COM/BILL,,"940,13",
K337,2025-09-30,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"933,04",
K337,2025-09-30,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"233,26",
K337,2025-09-30,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"233,26"
K337,2025-09-30,2025-10-31,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"933,04"
K337,2025-09-30,2025-10-31,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"933,04"
K337,2025-09-30,2025-10-31,5420,Programvaror,,,AIRTABLE.COM/BILL,,"933,04",
K338,2025-08-31,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K338,2025-08-31,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K338,2025-08-31,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K339,2025-10-01,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K339,2025-10-01,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K339,2025-10-01,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K340,2025-09-02,2025-10-31,1960,Mynt,,,BOLT.EU/P/2509010703,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Möte",,"59,00"
K340,2025-09-02,2025-10-31,2640,Ingående moms,,,BOLT.EU/P/2509010703,,"9,55",
K340,2025-09-02,2025-10-31,5800,Resekostnader (gruppkonto),,,BOLT.EU/P/2509010703,,"49,45",
K341,2025-09-06,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"125,76",
K341,2025-09-06,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"31,44",
K341,2025-09-06,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"31,44"
K341,2025-09-06,2025-10-31,1960,Mynt,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"125,76"
K341,2025-09-06,2025-10-31,4599,"Justering, omvänd moms",,,HETZNER ONLINE GMBH,,,"125,76"
K341,2025-09-06,2025-10-31,5420,Programvaror,,,HETZNER ONLINE GMBH,,"125,76",
K342,2025-09-07,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"4125,01",
K342,2025-09-07,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1031,25",
K342,2025-09-07,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1031,25"
K342,2025-09-07,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4125,01"
K342,2025-09-07,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"4125,01"
K342,2025-09-07,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"4125,01",
K343,2025-09-09,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"4121,01",
K343,2025-09-09,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1030,25",
K343,2025-09-09,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1030,25"
K343,2025-09-09,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4121,01"
K343,2025-09-09,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"4121,01"
K343,2025-09-09,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"4121,01",
K344,2025-09-11,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"4090,10",
K344,2025-09-11,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1022,53",
K344,2025-09-11,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1022,53"
K344,2025-09-11,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4090,10"
K344,2025-09-11,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"4090,10"
K344,2025-09-11,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"4090,10",
K345,2025-09-12,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"4077,01",
K345,2025-09-12,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1019,25",
K345,2025-09-12,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1019,25"
K345,2025-09-12,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4077,01"
K345,2025-09-12,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"4077,01"
K345,2025-09-12,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"4077,01",
K346,2025-09-16,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1572,15",
K346,2025-09-16,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"393,04",
K346,2025-09-16,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"393,04"
K346,2025-09-16,2025-10-31,1960,Mynt,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1572,15"
K346,2025-09-16,2025-10-31,4599,"Justering, omvänd moms",,,ANTHROPIC  CLAUDE TEAM,,,"1572,15"
K346,2025-09-16,2025-10-31,5420,Programvaror,,,ANTHROPIC  CLAUDE TEAM,,"1572,15",
K347,2025-09-16,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2261,43",
K347,2025-09-16,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"565,36",
K347,2025-09-16,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"565,36"
K347,2025-09-16,2025-10-31,1960,Mynt,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2261,43"
K347,2025-09-16,2025-10-31,4599,"Justering, omvänd moms",,,ANTHROPIC  CLAUDE TEAM,,,"2261,43"
K347,2025-09-16,2025-10-31,5420,Programvaror,,,ANTHROPIC  CLAUDE TEAM,,"2261,43",
K348,2025-09-16,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"10139,38",
K348,2025-09-16,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"2534,85",
K348,2025-09-16,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2534,85"
K348,2025-09-16,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"10139,38"
K348,2025-09-16,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"10139,38"
K348,2025-09-16,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"10139,38",
K349,2025-09-17,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K349,2025-09-17,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K349,2025-09-17,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K349,2025-09-17,2025-10-31,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K349,2025-09-17,2025-10-31,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K349,2025-09-17,2025-10-31,5420,Programvaror,,,FRAMER.COM,,"540,00",
K350,2025-09-18,2025-10-31,1960,Mynt,,,APPLE.COM/BILL,Peder Burenstam Linder - 9022 physical - Default card.,,"12,00"
K350,2025-09-18,2025-10-31,2640,Ingående moms,,,APPLE.COM/BILL,,"2,40",
K350,2025-09-18,2025-10-31,5420,Programvaror,,,APPLE.COM/BILL,,"9,60",
K351,2025-10-17,2025-10-31,1960,Mynt,,,APPLE.COM/BILL,Peder Burenstam Linder - 9022 physical - Default card.,,"12,00"
K351,2025-10-17,2025-10-31,2640,Ingående moms,,,APPLE.COM/BILL,,"2,40",
K351,2025-10-17,2025-10-31,5420,Programvaror,,,APPLE.COM/BILL,,"9,60",
K352,2025-09-18,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,GITBOOK PRO,Peder Burenstam Linder - 8538 virtual - Online expenses.,"11575,41",
K352,2025-09-18,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,GITBOOK PRO,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2893,85",
K352,2025-09-18,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,GITBOOK PRO,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2893,85"
K352,2025-09-18,2025-10-31,1960,Mynt,,,GITBOOK PRO,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"11575,41"
K352,2025-09-18,2025-10-31,4599,"Justering, omvänd moms",,,GITBOOK PRO,,,"11575,41"
K352,2025-09-18,2025-10-31,5420,Programvaror,,,GITBOOK PRO,,"11575,41",
K353,2025-09-20,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"4668,03",
K353,2025-09-20,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1167,01",
K353,2025-09-20,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1167,01"
K353,2025-09-20,2025-10-31,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4668,03"
K353,2025-09-20,2025-10-31,4599,"Justering, omvänd moms",,,Mailchimp,,,"4668,03"
K353,2025-09-20,2025-10-31,5420,Programvaror,,,Mailchimp,,"4668,03",
K354,2025-10-23,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"4696,11",
K354,2025-10-23,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1174,03",
K354,2025-10-23,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1174,03"
K354,2025-10-23,2025-10-31,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4696,11"
K354,2025-10-23,2025-10-31,4599,"Justering, omvänd moms",,,Mailchimp,,,"4696,11"
K354,2025-10-23,2025-10-31,5420,Programvaror,,,Mailchimp,,"4696,11",
K355,2025-09-24,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K355,2025-09-24,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K355,2025-09-24,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K355,2025-09-24,2025-10-31,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K355,2025-09-24,2025-10-31,4599,"Justering, omvänd moms",,,FS *dripify,,,"992,80"
K355,2025-09-24,2025-10-31,5420,Programvaror,,,FS *dripify,,"992,80",
K356,2025-10-23,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K356,2025-10-23,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K356,2025-10-23,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K356,2025-10-23,2025-10-31,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K356,2025-10-23,2025-10-31,4599,"Justering, omvänd moms",,,FS *dripify,,,"992,80"
K356,2025-10-23,2025-10-31,5420,Programvaror,,,FS *dripify,,"992,80",
K357,2025-10-24,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K357,2025-10-24,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K357,2025-10-24,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K357,2025-10-24,2025-10-31,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K357,2025-10-24,2025-10-31,4599,"Justering, omvänd moms",,,FS *dripify,,"992,80",
K357,2025-10-24,2025-10-31,5420,Programvaror,,,FS *dripify,,,"992,80"
